"","chapter","linenumber","word","sentiment"
"3005",5,647,"diminished","negative"
"3006",5,647,"accuracy",NA
"3007",5,648,"angles",NA
"3008",5,648,"impaired",NA
"3009",5,648,"weeks",NA
"3010",5,648,"constant","positive"
"3011",5,648,"constant","trust"
"3012",5,648,"feeling","anger"
"3013",5,648,"feeling","anticipation"
"3014",5,648,"feeling","disgust"
"3015",5,648,"feeling","fear"
"3016",5,648,"feeling","joy"
"3017",5,648,"feeling","negative"
"3018",5,648,"feeling","positive"
"3019",5,648,"feeling","sadness"
"3020",5,648,"feeling","surprise"
"3021",5,648,"feeling","trust"
"3022",5,649,"forget","negative"
"3023",5,649,"add",NA
"3024",5,649,"enumerating",NA
"3025",5,649,"advantages",NA
"3026",5,650,"expensive",NA
"3027",5,650,"system","trust"
"3028",5,650,"slightly",NA
"3029",5,650,"perceptibly",NA
"3030",5,651,"diminution",NA
"3031",5,651,"redundant","negative"
"3032",5,651,"isosceles",NA
"3033",5,651,"population","positive"
"3034",5,651,"object",NA
"3035",5,652,"statesman",NA
"3036",5,652,"flatland",NA
"3037",5,652,"constantly","trust"
"3038",5,652,"view",NA
"3039",5,653,"ignorant","disgust"
"3040",5,653,"ignorant","negative"
"3041",5,653,"popularly",NA
"3042",5,653,"elected",NA
"3043",5,654,"school","trust"
"3044",5,654,"boards",NA
"3045",5,654,"reaction",NA
"3046",5,654,"favour",NA
"3047",5,654,"cheap","negative"
"3048",5,654,"system","trust"
"3049",5,655,"called",NA
"3050",5,655,"disposed","anticipation"
"3051",5,655,"disposed","positive"
"3052",5,655,"disposed","trust"
"3053",5,656,"expense",NA
"3054",5,656,"truest",NA
"3055",5,656,"economy","trust"
"3056",5,658,"questions",NA
"3057",5,658,"school","trust"
"3058",5,658,"board","anticipation"
"3059",5,658,"politics","anger"
"3060",5,658,"divert",NA
"3061",5,659,"subject","negative"
"3062",5,659,"trust","trust"
"3063",5,659,"shew",NA
"3064",5,660,"recognition",NA
"3065",5,660,"feeling","anger"
"3066",5,660,"feeling","anticipation"
"3067",5,660,"feeling","disgust"
"3068",5,660,"feeling","fear"
"3069",5,660,"feeling","joy"
"3070",5,660,"feeling","negative"
"3071",5,660,"feeling","positive"
"3072",5,660,"feeling","sadness"
"3073",5,660,"feeling","surprise"
"3074",5,660,"feeling","trust"
"3075",5,660,"tedious","negative"
"3076",5,660,"indecisive","negative"
"3077",5,660,"process",NA
"3078",5,661,"supposed",NA
"3079",5,661,"trustworthy",NA
"3080",5,662,"recognition",NA
"3081",5,662,"hearing","fear"
"3082",5,662,"hearing","negative"
"3083",5,662,"remains","disgust"
"3084",5,662,"remains","fear"
"3085",5,662,"remains","negative"
"3086",5,662,"remains","positive"
"3087",5,662,"remains","trust"
"3088",5,663,"objection","anger"
"3089",5,663,"objection","negative"
"3090",5,663,"method",NA
"3091",5,663,"danger","fear"
"3092",5,663,"danger","negative"
"3093",5,663,"danger","sadness"
"3094",5,664,"reason","positive"
"3095",5,664,"middle",NA
"3096",5,664,"lower","negative"
"3097",5,664,"lower","sadness"
"3098",5,664,"classes",NA
"3099",5,664,"exception",NA
"3100",5,665,"polygonal",NA
"3101",5,665,"circular",NA
"3102",5,665,"prefer","positive"
"3103",5,665,"prefer","trust"
"3104",5,665,"method",NA
"3105",5,666,"description",NA
"3106",5,666,"reserved",NA
"3107",5,666,"section",NA
"3108",6,671,"section",NA
"3109",6,671,"6",NA
"3110",6,671,"recognition",NA
"3111",6,671,"sight",NA
"3112",6,674,"inconsistent",NA
"3113",6,674,"previous",NA
"3114",6,674,"sections",NA
"3115",6,675,"figures",NA
"3116",6,675,"flatland",NA
"3117",6,675,"appearance",NA
"3118",6,676,"straight",NA
"3119",6,676,"line",NA
"3120",6,676,"added",NA
"3121",6,676,"implied",NA
"3122",6,677,"impossible","negative"
"3123",6,677,"impossible","sadness"
"3124",6,677,"distinguish",NA
"3125",6,677,"visual",NA
"3126",6,677,"organ","anticipation"
"3127",6,677,"organ","joy"
"3128",6,677,"individuals",NA
"3129",6,678,"classes",NA
"3130",6,678,"explain","positive"
"3131",6,678,"explain","trust"
"3132",6,678,"spaceland",NA
"3133",6,679,"critics",NA
"3134",6,679,"recognize",NA
"3135",6,679,"sense","positive"
"3136",6,679,"sight",NA
"3137",6,681,"reader","positive"
"3138",6,681,"trouble",NA
"3139",6,681,"refer",NA
"3140",6,681,"passage",NA
"3141",6,682,"recognition",NA
"3142",6,682,"feeling","anger"
"3143",6,682,"feeling","anticipation"
"3144",6,682,"feeling","disgust"
"3145",6,682,"feeling","fear"
"3146",6,682,"feeling","joy"
"3147",6,682,"feeling","negative"
"3148",6,682,"feeling","positive"
"3149",6,682,"feeling","sadness"
"3150",6,682,"feeling","surprise"
"3151",6,682,"feeling","trust"
"3152",6,682,"stated",NA
"3153",6,682,"universal",NA
"3154",6,683,"qualification",NA
"3155",6,683,"lower","negative"
"3156",6,683,"lower","sadness"
"3157",6,683,"classes",NA
"3158",6,684,"classes",NA
"3159",6,684,"temperate","trust"
"3160",6,684,"climates",NA
"3161",6,684,"sight",NA
"3162",6,685,"recognition",NA
"3163",6,685,"practised",NA
"3164",6,687,"power",NA
"3165",6,687,"exists",NA
"3166",6,687,"regions",NA
"3167",6,687,"classes",NA
"3168",6,687,"result","anticipation"
"3169",6,688,"fog",NA
"3170",6,688,"prevails",NA
"3171",6,689,"save","joy"
"3172",6,689,"save","positive"
"3173",6,689,"save","trust"
"3174",6,689,"torrid","negative"
"3175",6,689,"zones",NA
"3176",6,689,"spaceland",NA
"3177",6,689,"unmixed",NA
"3178",6,690,"evil","anger"
"3179",6,690,"evil","disgust"
"3180",6,690,"evil","fear"
"3181",6,690,"evil","negative"
"3182",6,690,"evil","sadness"
"3183",6,690,"blotting",NA
"3184",6,690,"landscape",NA
"3185",6,690,"depressing","disgust"
"3186",6,690,"depressing","negative"
"3187",6,690,"depressing","sadness"
"3188",6,690,"spirits","anticipation"
"3189",6,690,"spirits","joy"
"3190",6,690,"spirits","positive"
"3191",6,690,"spirits","surprise"
"3192",6,691,"enfeebling",NA
"3193",6,691,"health",NA
"3194",6,691,"recognized",NA
"3195",6,691,"blessing","anticipation"
"3196",6,691,"blessing","joy"
"3197",6,691,"blessing","positive"
"3198",6,691,"blessing","trust"
"3199",6,691,"scarcely","negative"
"3200",6,691,"scarcely","sadness"
"3201",6,692,"inferior","negative"
"3202",6,692,"inferior","sadness"
"3203",6,692,"air",NA
"3204",6,692,"nurse","positive"
"3205",6,692,"nurse","trust"
"3206",6,692,"arts",NA
"3207",6,692,"parent",NA
"3208",6,693,"sciences",NA
"3209",6,693,"explain","positive"
"3210",6,693,"explain","trust"
"3211",6,693,"meaning",NA
"3212",6,693,"eulogies",NA
"3213",6,694,"beneficent",NA
"3214",6,694,"element",NA
"3215",6,696,"fog",NA
"3216",6,696,"existent",NA
"3217",6,696,"lines","fear"
"3218",6,696,"equally","positive"
"3219",6,697,"indistinguishably",NA
"3220",6,697,"unhappy","anger"
"3221",6,697,"unhappy","disgust"
"3222",6,697,"unhappy","negative"
"3223",6,697,"unhappy","sadness"
"3224",6,698,"countries",NA
"3225",6,698,"atmosphere",NA
"3226",6,698,"perfectly",NA
"3227",6,698,"dry",NA
"3228",6,698,"transparent",NA
"3229",6,699,"rich",NA
"3230",6,699,"supply","positive"
"3231",6,699,"fog",NA
"3232",6,699,"objects",NA
"3233",6,700,"distance",NA
"3234",6,700,"feet",NA
"3235",6,700,"appreciably",NA
"3236",6,700,"dimmer",NA
"3237",6,701,"distance",NA
"3238",6,701,"feet",NA
"3239",6,701,"eleven",NA
"3240",6,701,"inches",NA
"3241",6,701,"result","anticipation"
"3242",6,701,"careful","positive"
"3243",6,702,"constant","positive"
"3244",6,702,"constant","trust"
"3245",6,702,"experimental",NA
"3246",6,702,"observation",NA
"3247",6,702,"comparative",NA
"3248",6,702,"dimness",NA
"3249",6,703,"clearness","positive"
"3250",6,703,"enabled",NA
"3251",6,703,"infer",NA
"3252",6,703,"exactness",NA
"3253",6,704,"configuration",NA
"3254",6,704,"object",NA
"3255",6,704,"observed",NA
"3256",6,706,"instance",NA
"3257",6,706,"volume",NA
"3258",6,706,"generalities",NA
"3259",6,707,"meaning",NA
"3260",6,709,"suppose",NA
"3261",6,709,"individuals",NA
"3262",6,709,"approaching","anticipation"
"3263",6,709,"rank",NA
"3264",6,710,"ascertain",NA
"3265",6,710,"suppose",NA
"3266",6,710,"merchant","trust"
"3267",6,710,"physician","positive"
"3268",6,710,"physician","trust"
"3269",6,711,"words","anger"
"3270",6,711,"words","negative"
"3271",6,711,"equilateral",NA
"3272",6,711,"triangle",NA
"3273",6,711,"pentagon",NA
"3274",6,712,"distinguish",NA
"3275",6,714,"obvious","positive"
"3276",6,714,"obvious","trust"
"3277",6,714,"child","anticipation"
"3278",6,714,"child","joy"
"3279",6,714,"child","positive"
"3280",6,714,"spaceland",NA
"3281",6,714,"touched","negative"
"3282",6,715,"threshold",NA
"3283",6,715,"geometrical",NA
"3284",6,715,"studies",NA
"3285",6,715,"bring",NA
"3286",6,715,"eye",NA
"3287",6,716,"glance",NA
"3288",6,716,"bisect",NA
"3289",6,716,"angle",NA
"3290",6,716,"approaching","anticipation"
"3291",6,716,"stranger","fear"
"3292",6,716,"stranger","negative"
"3293",6,716,"view",NA
"3294",6,717,"lie","anger"
"3295",6,717,"lie","disgust"
"3296",6,717,"lie","negative"
"3297",6,717,"lie","sadness"
"3298",6,718,"ca",NA
"3299",6,718,"ab",NA
"3300",6,718,"contemplate",NA
"3301",6,718,"impartially",NA
"3302",6,719,"size",NA
"3303",6,721,"1",NA
"3304",6,721,"merchant","trust"
"3305",6,722,"straight",NA
"3306",6,722,"line",NA
"3307",6,722,"dae",NA
"3308",6,722,"middle",NA
"3309",6,722,"bright",NA
"3310",6,723,"nearest",NA
"3311",6,723,"line",NA
"3312",6,723,"shade",NA
"3313",6,724,"rapidly",NA
"3314",6,724,"dimness",NA
"3315",6,724,"ac",NA
"3316",6,724,"ab",NA
"3317",6,724,"recede",NA
"3318",6,724,"rapidly",NA
"3319",6,725,"fog",NA
"3320",6,725,"merchant's",NA
"3321",6,725,"extremities",NA
"3322",6,726,"dim",NA
"3323",6,728,"hand",NA
"3324",6,728,"2",NA
"3325",6,728,"physician","positive"
"3326",6,728,"physician","trust"
"3327",6,729,"line",NA
"3328",6,729,"d'a'e",NA
"3329",6,729,"bright",NA
"3330",6,729,"centre",NA
"3331",6,729,"shade",NA
"3332",6,730,"rapidly",NA
"3333",6,730,"dimness",NA
"3334",6,730,"a'c",NA
"3335",6,730,"a'b",NA
"3336",6,730,"recede",NA
"3337",6,731,"rapidly",NA
"3338",6,731,"fog",NA
"3339",6,731,"physician's",NA
"3340",6,732,"extremities",NA
"3341",6,732,"dim",NA
"3342",6,732,"extremities",NA
"3343",6,733,"merchant","trust"
"3344",6,735,"reader","positive"
"3345",6,735,"understand",NA
"3346",6,735,"instances",NA
"3347",6,736,"training",NA
"3348",6,736,"supplemented",NA
"3349",6,736,"constant","positive"
"3350",6,736,"constant","trust"
"3351",6,736,"experience",NA
"3352",6,737,"educated","positive"
"3353",6,737,"classes",NA
"3354",6,737,"discriminate","anger"
"3355",6,737,"discriminate","negative"
"3356",6,737,"discriminate","sadness"
"3357",6,738,"fair","positive"
"3358",6,738,"accuracy",NA
"3359",6,738,"middle",NA
"3360",6,738,"lowest","negative"
"3361",6,738,"lowest","sadness"
"3362",6,738,"sense","positive"
"3363",6,739,"sight",NA
"3364",6,739,"spaceland",NA
"3365",6,739,"patrons",NA
"3366",6,739,"grasped",NA
"3367",6,739,"conception",NA
"3368",6,740,"conceive",NA
"3369",6,740,"possibility","anticipation"
"3370",6,740,"reject","anger"
"3371",6,740,"reject","fear"
"3372",6,740,"reject","negative"
"3373",6,740,"reject","sadness"
"3374",6,741,"account","trust"
"3375",6,741,"altogether",NA
"3376",6,741,"incredible",NA
"3377",6,741,"attained",NA
"3378",6,742,"expect","anticipation"
"3379",6,742,"expect","positive"
"3380",6,742,"expect","surprise"
"3381",6,742,"expect","trust"
"3382",6,742,"attempt","anticipation"
"3383",6,742,"details",NA
"3384",6,743,"perplex",NA
"3385",6,743,"sake",NA
"3386",6,743,"inexperienced","negative"
"3387",6,744,"perchance","surprise"
"3388",6,744,"infer",NA
"3389",6,744,"simple",NA
"3390",6,744,"instances",NA
"3391",6,745,"manner",NA
"3392",6,745,"recognize",NA
"3393",6,745,"father","trust"
"3394",6,745,"sons",NA
"3395",6,746,"recognition",NA
"3396",6,746,"sight",NA
"3397",6,746,"easy",NA
"3398",6,746,"affair",NA
"3399",6,746,"needful","negative"
"3400",6,747,"actual","positive"
"3401",6,747,"life",NA
"3402",6,747,"sight",NA
"3403",6,747,"recognition",NA
"3404",6,748,"subtle",NA
"3405",6,748,"complex",NA
"3406",6,750,"father","trust"
"3407",6,750,"triangle",NA
"3408",6,750,"approaches",NA
"3409",6,751,"angle",NA
"3410",6,752,"rotate",NA
"3411",6,752,"edged",NA
"3412",6,752,"eye",NA
"3413",6,753,"moment",NA
"3414",6,753,"doubtful","negative"
"3415",6,753,"straight",NA
"3416",6,753,"line",NA
"3417",6,754,"words","anger"
"3418",6,754,"words","negative"
"3419",6,754,"woman",NA
"3420",6,754,"company",NA
"3421",6,755,"hexagonal",NA
"3422",6,755,"grandsons",NA
"3423",6,755,"contemplating",NA
"3424",6,755,"ab",NA
"3425",6,755,"front",NA
"3426",6,756,"evident","positive"
"3427",6,756,"evident","trust"
"3428",6,756,"accompanying",NA
"3429",6,756,"diagram",NA
"3430",6,757,"line",NA
"3431",6,757,"ab",NA
"3432",6,757,"comparative",NA
"3433",6,757,"brightness","positive"
"3434",6,757,"shading",NA
"3435",6,758,"lines","fear"
"3436",6,758,"ca",NA
"3437",6,758,"bd",NA
"3438",6,758,"dim",NA
"3439",6,758,"shading",NA
"3440",6,759,"dimness",NA
"3441",6,759,"extremities",NA
"3442",6,761,"temptation","negative"
"3443",6,761,"enlarging",NA
"3444",6,761,"topics",NA
"3445",6,762,"meanest",NA
"3446",6,762,"mathematician",NA
"3447",6,762,"spaceland",NA
"3448",6,762,"readily","positive"
"3449",6,763,"assert",NA
"3450",6,763,"life",NA
"3451",6,764,"educated","positive"
"3452",6,764,"motion","anticipation"
"3453",6,764,"rotating",NA
"3454",6,764,"advancing",NA
"3455",6,765,"retreating",NA
"3456",6,765,"time","anticipation"
"3457",6,765,"attempting",NA
"3458",6,765,"discriminate","anger"
"3459",6,765,"discriminate","negative"
"3460",6,765,"discriminate","sadness"
"3461",6,766,"sense","positive"
"3462",6,766,"sight",NA
"3463",6,766,"polygons",NA
"3464",6,766,"rank",NA
"3465",6,766,"moving",NA
"3466",6,767,"directions",NA
"3467",6,767,"ball",NA
"3468",6,768,"conversazione",NA
"3469",6,768,"nature",NA
"3470",6,768,"task","positive"
"3471",6,768,"angularity",NA
"3472",6,769,"intellectual","positive"
"3473",6,769,"amply",NA
"3474",6,769,"justify",NA
"3475",6,769,"rich",NA
"3476",6,769,"endowments",NA
"3477",6,769,"learned",NA
"3478",6,770,"professors",NA
"3479",6,770,"geometry",NA
"3480",6,770,"static",NA
"3481",6,770,"kinetic",NA
"3482",6,770,"illustrious","positive"
"3483",6,771,"university","anticipation"
"3484",6,771,"university","positive"
"3485",6,771,"wentbridge",NA
"3486",6,771,"science",NA
"3487",6,771,"art","anticipation"
"3488",6,771,"art","joy"
"3489",6,771,"art","positive"
"3490",6,771,"art","sadness"
"3491",6,771,"art","surprise"
"3492",6,771,"sight",NA
"3493",6,772,"recognition",NA
"3494",6,772,"regularly",NA
"3495",6,772,"taught","trust"
"3496",6,772,"classes",NA
"3497",6,772,"elite","anticipation"
"3498",6,772,"elite","joy"
"3499",6,772,"elite","positive"
"3500",6,772,"elite","trust"
"3501",6,775,"scions",NA
"3502",6,775,"noblest",NA
"3503",6,775,"wealthiest",NA
"3504",6,775,"houses",NA
"3505",6,776,"time","anticipation"
"3506",6,776,"money","anger"
"3507",6,776,"money","anticipation"
"3508",6,776,"money","joy"
"3509",6,776,"money","positive"
"3510",6,776,"money","surprise"
"3511",6,776,"money","trust"
"3512",6,777,"prosecution","disgust"
"3513",6,777,"prosecution","negative"
"3514",6,777,"noble","positive"
"3515",6,777,"noble","trust"
"3516",6,777,"valuable","positive"
"3517",6,777,"art","anticipation"
"3518",6,777,"art","joy"
"3519",6,777,"art","positive"
"3520",6,777,"art","sadness"
"3521",6,777,"art","surprise"
"3522",6,778,"mathematician",NA
"3523",6,778,"standing","positive"
"3524",6,778,"grandfather","trust"
"3525",6,779,"hopeful","anticipation"
"3526",6,779,"hopeful","joy"
"3527",6,779,"hopeful","positive"
"3528",6,779,"hopeful","surprise"
"3529",6,779,"hopeful","trust"
"3530",6,779,"perfectly",NA
"3531",6,779,"regular",NA
"3532",6,779,"hexagons",NA
"3533",6,779,"midst",NA
"3534",6,780,"crowd",NA
"3535",6,780,"rotating",NA
"3536",6,780,"polygons",NA
"3537",6,780,"classes",NA
"3538",6,780,"occasionally",NA
"3539",6,781,"perplexing",NA
"3540",6,781,"common",NA
"3541",6,781,"tradesman",NA
"3542",6,781,"serf",NA
"3543",6,782,"sight",NA
"3544",6,782,"unintelligible","negative"
"3545",6,782,"reader","positive"
"3546",6,783,"suddenly","surprise"
"3547",6,783,"transported",NA
"3548",6,783,"country",NA
"3549",6,785,"crowd",NA
"3550",6,785,"line",NA
"3551",6,786,"apparently",NA
"3552",6,786,"straight",NA
"3553",6,786,"vary",NA
"3554",6,786,"irregularly",NA
"3555",6,787,"perpetually",NA
"3556",6,787,"brightness","positive"
"3557",6,787,"dimness",NA
"3558",6,787,"completed",NA
"3559",6,788,"pentagonal",NA
"3560",6,788,"hexagonal",NA
"3561",6,788,"classes",NA
"3562",6,788,"university","anticipation"
"3563",6,788,"university","positive"
"3564",6,789,"perfect","anticipation"
"3565",6,789,"perfect","joy"
"3566",6,789,"perfect","positive"
"3567",6,789,"perfect","trust"
"3568",6,789,"theory","anticipation"
"3569",6,789,"theory","trust"
"3570",6,789,"subject","negative"
"3571",6,790,"experience",NA
"3572",6,790,"move",NA
"3573",6,791,"fashionable","positive"
"3574",6,791,"crowd",NA
"3575",6,791,"jostling",NA
"3576",6,791,"betters",NA
"3577",6,792,"etiquette",NA
"3578",6,792,"feel",NA
"3579",6,792,"superior","positive"
"3580",6,792,"culture","positive"
"3581",6,793,"breeding",NA
"3582",6,793,"movements",NA
"3583",6,794,"word","positive"
"3584",6,794,"word","trust"
"3585",6,794,"comport",NA
"3586",6,794,"oneself",NA
"3587",6,794,"perfect","anticipation"
"3588",6,794,"perfect","joy"
"3589",6,794,"perfect","positive"
"3590",6,794,"perfect","trust"
"3591",6,795,"propriety",NA
"3592",6,795,"polygonal",NA
"3593",6,795,"society",NA
"3594",6,795,"polygon",NA
"3595",6,795,"oneself",NA
"3596",6,796,"painful","anger"
"3597",6,796,"painful","disgust"
"3598",6,796,"painful","fear"
"3599",6,796,"painful","negative"
"3600",6,796,"painful","sadness"
"3601",6,796,"teaching",NA
"3602",6,796,"experience",NA
"3603",6,798,"astonishing",NA
"3604",6,798,"art","anticipation"
"3605",6,798,"art","joy"
"3606",6,798,"art","positive"
"3607",6,798,"art","sadness"
"3608",6,798,"art","surprise"
"3609",6,798,"call",NA
"3610",6,799,"instinct",NA
"3611",6,799,"sight",NA
"3612",6,799,"recognition",NA
"3613",6,799,"developed",NA
"3614",6,799,"habitual","anticipation"
"3615",6,799,"practice","positive"
"3616",6,800,"avoidance","fear"
"3617",6,800,"avoidance","negative"
"3618",6,800,"custom",NA
"3619",6,800,"feeling","anger"
"3620",6,800,"feeling","anticipation"
"3621",6,800,"feeling","disgust"
"3622",6,800,"feeling","fear"
"3623",6,800,"feeling","joy"
"3624",6,800,"feeling","negative"
"3625",6,800,"feeling","positive"
"3626",6,800,"feeling","sadness"
"3627",6,800,"feeling","surprise"
"3628",6,800,"feeling","trust"
"3629",6,801,"deaf","negative"
"3630",6,801,"dumb","negative"
"3631",6,801,"allowed",NA
"3632",6,801,"gesticulate",NA
"3633",6,802,"hand",NA
"3634",6,802,"alphabet",NA
"3635",6,802,"acquire","positive"
"3636",6,802,"difficult","fear"
"3637",6,803,"valuable","positive"
"3638",6,803,"art","anticipation"
"3639",6,803,"art","joy"
"3640",6,803,"art","positive"
"3641",6,803,"art","sadness"
"3642",6,803,"art","surprise"
"3643",6,803,"lip",NA
"3644",6,803,"speech","positive"
"3645",6,803,"lip",NA
"3646",6,803,"reading","positive"
"3647",6,804,"feeling","anger"
"3648",6,804,"feeling","anticipation"
"3649",6,804,"feeling","disgust"
"3650",6,804,"feeling","fear"
"3651",6,804,"feeling","joy"
"3652",6,804,"feeling","negative"
"3653",6,804,"feeling","positive"
"3654",6,804,"feeling","sadness"
"3655",6,804,"feeling","surprise"
"3656",6,804,"feeling","trust"
"3657",6,804,"life",NA
"3658",6,804,"resort",NA
"3659",6,804,"feeling","anger"
"3660",6,804,"feeling","anticipation"
"3661",6,804,"feeling","disgust"
"3662",6,804,"feeling","fear"
"3663",6,804,"feeling","joy"
"3664",6,804,"feeling","negative"
"3665",6,804,"feeling","positive"
"3666",6,804,"feeling","sadness"
"3667",6,804,"feeling","surprise"
"3668",6,804,"feeling","trust"
"3669",6,805,"learn","positive"
"3670",6,805,"perfection","anticipation"
"3671",6,805,"perfection","joy"
"3672",6,805,"perfection","positive"
"3673",6,805,"perfection","surprise"
"3674",6,805,"perfection","trust"
"3675",6,807,"reason","positive"
"3676",6,807,"classes",NA
"3677",6,807,"feeling","anger"
"3678",6,807,"feeling","anticipation"
"3679",6,807,"feeling","disgust"
"3680",6,807,"feeling","fear"
"3681",6,807,"feeling","joy"
"3682",6,807,"feeling","negative"
"3683",6,807,"feeling","positive"
"3684",6,807,"feeling","sadness"
"3685",6,807,"feeling","surprise"
"3686",6,807,"feeling","trust"
"3687",6,807,"discouraged",NA
"3688",6,808,"absolutely",NA
"3689",6,808,"forbidden",NA
"3690",6,808,"cradle","anticipation"
"3691",6,808,"cradle","joy"
"3692",6,808,"cradle","positive"
"3693",6,808,"cradle","trust"
"3694",6,808,"children",NA
"3695",6,809,"public","anticipation"
"3696",6,809,"public","positive"
"3697",6,809,"elementary",NA
"3698",6,809,"schools",NA
"3699",6,809,"art","anticipation"
"3700",6,809,"art","joy"
"3701",6,809,"art","positive"
"3702",6,809,"art","sadness"
"3703",6,809,"art","surprise"
"3704",6,809,"feeling","anger"
"3705",6,809,"feeling","anticipation"
"3706",6,809,"feeling","disgust"
"3707",6,809,"feeling","fear"
"3708",6,809,"feeling","joy"
"3709",6,809,"feeling","negative"
"3710",6,809,"feeling","positive"
"3711",6,809,"feeling","sadness"
"3712",6,809,"feeling","surprise"
"3713",6,809,"feeling","trust"
"3714",6,809,"taught","trust"
"3715",6,810,"seminaries",NA
"3716",6,810,"exclusive",NA
"3717",6,810,"character",NA
"3718",6,811,"illustrious","positive"
"3719",6,811,"university","anticipation"
"3720",6,811,"university","positive"
"3721",6,811,"feel",NA
"3722",6,811,"regarded",NA
"3723",6,811,"fault","negative"
"3724",6,811,"fault","sadness"
"3725",6,812,"involving",NA
"3726",6,812,"rustication",NA
"3727",6,812,"offence",NA
"3728",6,812,"expulsion","anger"
"3729",6,812,"expulsion","disgust"
"3730",6,812,"expulsion","fear"
"3731",6,812,"expulsion","negative"
"3732",6,812,"expulsion","sadness"
"3733",6,815,"lower","negative"
"3734",6,815,"lower","sadness"
"3735",6,815,"classes",NA
"3736",6,815,"art","anticipation"
"3737",6,815,"art","joy"
"3738",6,815,"art","positive"
"3739",6,815,"art","sadness"
"3740",6,815,"art","surprise"
"3741",6,815,"sight",NA
"3742",6,815,"recognition",NA
"3743",6,815,"regarded",NA
"3744",6,816,"unattainable","anger"
"3745",6,816,"unattainable","negative"
"3746",6,816,"unattainable","sadness"
"3747",6,816,"luxury","joy"
"3748",6,816,"luxury","positive"
"3749",6,816,"common",NA
"3750",6,816,"tradesman",NA
"3751",6,816,"afford","positive"
"3752",6,817,"son",NA
"3753",6,817,"spend",NA
"3754",6,817,"life",NA
"3755",6,817,"abstract",NA
"3756",6,817,"studies",NA
"3757",6,817,"children",NA
"3758",6,818,"poor",NA
"3759",6,818,"allowed",NA
"3760",6,818,"feel",NA
"3761",6,818,"earliest",NA
"3762",6,819,"gain","anticipation"
"3763",6,819,"gain","joy"
"3764",6,819,"gain","positive"
"3765",6,819,"precocity",NA
"3766",6,819,"vivacity",NA
"3767",6,819,"contrast",NA
"3768",6,820,"favourably",NA
"3769",6,820,"inert","negative"
"3770",6,820,"undeveloped",NA
"3771",6,820,"listless","negative"
"3772",6,820,"listless","sadness"
"3773",6,821,"behaviour",NA
"3774",6,821,"half",NA
"3775",6,821,"instructed",NA
"3776",6,821,"youths",NA
"3777",6,821,"polygonal",NA
"3778",6,821,"class",NA
"3779",6,822,"completed",NA
"3780",6,822,"university","anticipation"
"3781",6,822,"university","positive"
"3782",6,823,"prepared","anticipation"
"3783",6,823,"prepared","positive"
"3784",6,823,"prepared","trust"
"3785",6,823,"theory","anticipation"
"3786",6,823,"theory","trust"
"3787",6,823,"practice","positive"
"3788",6,823,"change","fear"
"3789",6,824,"birth","anticipation"
"3790",6,824,"birth","fear"
"3791",6,824,"birth","joy"
"3792",6,824,"birth","positive"
"3793",6,824,"birth","trust"
"3794",6,824,"art","anticipation"
"3795",6,824,"art","joy"
"3796",6,824,"art","positive"
"3797",6,824,"art","sadness"
"3798",6,824,"art","surprise"
"3799",6,824,"science",NA
"3800",6,825,"social",NA
"3801",6,825,"pursuit",NA
"3802",6,825,"rapidly",NA
"3803",6,825,"overtake",NA
"3804",6,825,"distance",NA
"3805",6,825,"triangular",NA
"3806",6,826,"competitors",NA
"3807",6,828,"polygonal",NA
"3808",6,828,"class",NA
"3809",6,828,"fail",NA
"3810",6,828,"pass",NA
"3811",6,828,"final",NA
"3812",6,828,"test",NA
"3813",6,829,"leaving",NA
"3814",6,829,"examination","fear"
"3815",6,829,"examination","negative"
"3816",6,829,"examination","surprise"
"3817",6,829,"university","anticipation"
"3818",6,829,"university","positive"
"3819",6,829,"condition",NA
"3820",6,830,"unsuccessful","negative"
"3821",6,830,"unsuccessful","sadness"
"3822",6,830,"minority","negative"
"3823",6,830,"pitiable",NA
"3824",6,830,"rejected","negative"
"3825",6,831,"class",NA
"3826",6,831,"despised",NA
"3827",6,831,"lower","negative"
"3828",6,831,"lower","sadness"
"3829",6,832,"matured",NA
"3830",6,832,"systematically",NA
"3831",6,832,"trained",NA
"3832",6,832,"powers",NA
"3833",6,832,"polygonal",NA
"3834",6,832,"bachelors",NA
"3835",6,833,"masters",NA
"3836",6,833,"arts",NA
"3837",6,833,"native",NA
"3838",6,833,"precocity",NA
"3839",6,833,"mercurial",NA
"3840",6,834,"versatility",NA
"3841",6,834,"youthful",NA
"3842",6,834,"tradesman",NA
"3843",6,834,"professions",NA
"3844",6,834,"public","anticipation"
"3845",6,834,"public","positive"
"3846",6,835,"services",NA
"3847",6,835,"closed",NA
"3848",6,836,"debarred",NA
"3849",6,836,"marriage","anticipation"
"3850",6,836,"marriage","joy"
"3851",6,836,"marriage","positive"
"3852",6,836,"marriage","trust"
"3853",6,837,"difficulty","anger"
"3854",6,837,"difficulty","fear"
"3855",6,837,"difficulty","negative"
"3856",6,837,"difficulty","sadness"
"3857",6,837,"forming","anticipation"
"3858",6,837,"suitable","positive"
"3859",6,837,"alliances",NA
"3860",6,837,"experience",NA
"3861",6,837,"shews",NA
"3862",6,838,"offspring",NA
"3863",6,838,"unfortunate","negative"
"3864",6,838,"unfortunate","sadness"
"3865",6,838,"ill","anger"
"3866",6,838,"ill","disgust"
"3867",6,838,"ill","fear"
