"","linenumber","word","sentiment"
"2101",514,"save","joy"
"2102",514,"save","positive"
"2103",514,"save","trust"
"2104",516,"gregor",NA
"2105",516,"realised",NA
"2106",516,"question","positive"
"2107",516,"chief",NA
"2108",517,"clerk",NA
"2109",517,"mood",NA
"2110",517,"position",NA
"2111",517,"firm",NA
"2112",518,"extreme",NA
"2113",518,"danger","fear"
"2114",518,"danger","negative"
"2115",518,"danger","sadness"
"2116",518,"parents",NA
"2117",519,"understand",NA
"2118",519,"convinced","trust"
"2119",520,"job","positive"
"2120",520,"provide","positive"
"2121",520,"provide","trust"
"2122",520,"gregor",NA
"2123",520,"entire",NA
"2124",520,"life",NA
"2125",521,"worry","anticipation"
"2126",521,"worry","fear"
"2127",521,"worry","negative"
"2128",521,"worry","sadness"
"2129",521,"lost","negative"
"2130",521,"lost","sadness"
"2131",521,"sight",NA
"2132",522,"future",NA
"2133",522,"gregor",NA
"2134",523,"future",NA
"2135",523,"chief",NA
"2136",523,"clerk",NA
"2137",523,"held",NA
"2138",523,"calmed",NA
"2139",523,"convinced","trust"
"2140",524,"finally","anticipation"
"2141",524,"finally","disgust"
"2142",524,"finally","joy"
"2143",524,"finally","positive"
"2144",524,"finally","surprise"
"2145",524,"finally","trust"
"2146",524,"won",NA
"2147",524,"future",NA
"2148",524,"gregor",NA
"2149",524,"family",NA
"2150",524,"depended",NA
"2151",525,"sister",NA
"2152",525,"clever","positive"
"2153",526,"tears",NA
"2154",526,"gregor",NA
"2155",526,"lying","anger"
"2156",526,"lying","disgust"
"2157",526,"lying","negative"
"2158",526,"peacefully",NA
"2159",527,"chief",NA
"2160",527,"clerk",NA
"2161",527,"lover","anticipation"
"2162",527,"lover","joy"
"2163",527,"lover","positive"
"2164",527,"lover","trust"
"2165",527,"women",NA
"2166",527,"surely",NA
"2167",527,"persuade","trust"
"2168",528,"close",NA
"2169",528,"front",NA
"2170",528,"door",NA
"2171",528,"entrance",NA
"2172",528,"hall",NA
"2173",528,"talk","positive"
"2174",529,"shocked",NA
"2175",529,"sister",NA
"2176",529,"gregor",NA
"2177",530,"job","positive"
"2178",531,"familiar","positive"
"2179",531,"familiar","trust"
"2180",531,"move",NA
"2181",532,"speech","positive"
"2182",533,"understood",NA
"2183",533,"door",NA
"2184",533,"pushed",NA
"2185",534,"reach",NA
"2186",534,"chief",NA
"2187",534,"clerk",NA
"2188",534,"landing",NA
"2189",535,"ridiculously",NA
"2190",535,"holding",NA
"2191",535,"banister",NA
"2192",535,"hands",NA
"2193",536,"gregor",NA
"2194",536,"fell","negative"
"2195",536,"fell","sadness"
"2196",536,"immediately","anticipation"
"2197",536,"immediately","negative"
"2198",536,"immediately","positive"
"2199",536,"scream","anger"
"2200",536,"scream","disgust"
"2201",536,"scream","fear"
"2202",536,"scream","negative"
"2203",536,"scream","surprise"
"2204",536,"sought",NA
"2205",537,"hold",NA
"2206",537,"landed","positive"
"2207",537,"numerous",NA
"2208",537,"legs",NA
"2209",538,"happened",NA
"2210",538,"time","anticipation"
"2211",538,"day",NA
"2212",539,"feel",NA
"2213",539,"alright",NA
"2214",539,"body",NA
"2215",539,"legs",NA
"2216",539,"solid","positive"
"2217",539,"ground","trust"
"2218",540,"pleasure",NA
"2219",540,"told",NA
"2220",541,"effort","positive"
"2221",541,"carry",NA
"2222",542,"believing","positive"
"2223",542,"believing","trust"
"2224",542,"sorrows",NA
"2225",542,"finally","anticipation"
"2226",542,"finally","disgust"
"2227",542,"finally","joy"
"2228",542,"finally","positive"
"2229",542,"finally","surprise"
"2230",542,"finally","trust"
"2231",543,"held",NA
"2232",543,"urge",NA
"2233",543,"move",NA
"2234",543,"swayed",NA
"2235",544,"crouched",NA
"2236",544,"floor",NA
"2237",544,"mother","anticipation"
"2238",544,"mother","joy"
"2239",544,"mother","negative"
"2240",544,"mother","positive"
"2241",544,"mother","sadness"
"2242",544,"mother","trust"
"2243",545,"front",NA
"2244",545,"engrossed",NA
"2245",546,"suddenly","surprise"
"2246",546,"jumped",NA
"2247",546,"arms",NA
"2248",546,"outstretched",NA
"2249",547,"fingers",NA
"2250",547,"spread",NA
"2251",547,"shouting",NA
"2252",547,"pity's",NA
"2253",547,"sake",NA
"2254",548,"held",NA
"2255",548,"head",NA
"2256",548,"suggested",NA
"2257",548,"gregor",NA
"2258",549,"unthinking",NA
"2259",549,"hurrying",NA
"2260",549,"backwards","disgust"
"2261",549,"backwards","negative"
"2262",550,"forgotten","fear"
"2263",550,"forgotten","negative"
"2264",550,"forgotten","sadness"
"2265",550,"table",NA
"2266",551,"breakfast","positive"
"2267",551,"reached",NA
"2268",551,"table",NA
"2269",551,"sat",NA
"2270",551,"quickly",NA
"2271",552,"knowing","positive"
"2272",553,"notice",NA
"2273",553,"coffee",NA
"2274",553,"pot",NA
"2275",553,"knocked",NA
"2276",553,"gush","disgust"
"2277",553,"gush","joy"
"2278",553,"gush","negative"
"2279",554,"coffee",NA
"2280",554,"pouring",NA
"2281",554,"carpet",NA
"2282",556,"mother","anticipation"
"2283",556,"mother","joy"
"2284",556,"mother","negative"
"2285",556,"mother","positive"
"2286",556,"mother","sadness"
"2287",556,"mother","trust"
"2288",556,"mother","anticipation"
"2289",556,"mother","joy"
"2290",556,"mother","negative"
"2291",556,"mother","positive"
"2292",556,"mother","sadness"
"2293",556,"mother","trust"
"2294",556,"gregor",NA
"2295",556,"gently",NA
"2296",557,"completely","positive"
"2297",557,"forgotten","fear"
"2298",557,"forgotten","negative"
"2299",557,"forgotten","sadness"
"2300",557,"chief",NA
"2301",557,"clerk",NA
"2302",557,"moment",NA
"2303",558,"snapping",NA
"2304",558,"air",NA
"2305",558,"jaws","fear"
"2306",558,"sight",NA
"2307",559,"flow","positive"
"2308",559,"coffee",NA
"2309",559,"set",NA
"2310",559,"mother","anticipation"
"2311",559,"mother","joy"
"2312",559,"mother","negative"
"2313",559,"mother","positive"
"2314",559,"mother","sadness"
"2315",559,"mother","trust"
"2316",559,"screaming","anger"
"2317",559,"screaming","disgust"
"2318",559,"screaming","fear"
"2319",559,"screaming","negative"
"2320",559,"anew",NA
"2321",559,"fled","fear"
"2322",560,"table",NA
"2323",560,"arms",NA
"2324",560,"father","trust"
"2325",560,"rushed",NA
"2326",561,"gregor",NA
"2327",561,"time","anticipation"
"2328",561,"spare",NA
"2329",561,"parents",NA
"2330",561,"chief",NA
"2331",562,"clerk",NA
"2332",562,"reached",NA
"2333",562,"stairs",NA
"2334",562,"chin",NA
"2335",562,"banister",NA
"2336",563,"looked",NA
"2337",563,"time","anticipation"
"2338",563,"gregor",NA
"2339",563,"run",NA
"2340",564,"reaching",NA
"2341",564,"chief",NA
"2342",564,"clerk",NA
"2343",565,"expected","anticipation"
"2344",565,"leapt",NA
"2345",565,"steps",NA
"2346",566,"disappeared",NA
"2347",566,"shouts",NA
"2348",566,"resounding",NA
"2349",566,"staircase",NA
"2350",567,"flight",NA
"2351",567,"chief",NA
"2352",567,"clerk",NA
"2353",567,"gregor's",NA
"2354",568,"father","trust"
"2355",568,"panic","fear"
"2356",568,"panic","negative"
"2357",569,"controlled",NA
"2358",569,"running",NA
"2359",569,"chief",NA
"2360",569,"clerk",NA
"2361",570,"impeding",NA
"2362",570,"gregor",NA
"2363",570,"ran",NA
"2364",571,"gregor's",NA
"2365",571,"father","trust"
"2366",571,"seized",NA
"2367",571,"chief",NA
"2368",571,"clerk's",NA
"2369",571,"stick",NA
"2370",571,"hand",NA
"2371",572,"chief",NA
"2372",572,"clerk",NA
"2373",572,"left",NA
"2374",572,"chair",NA
"2375",572,"hat",NA
"2376",573,"overcoat",NA
"2377",573,"picked",NA
"2378",573,"newspaper",NA
"2379",573,"table",NA
"2380",574,"left",NA
"2381",574,"drive",NA
"2382",574,"gregor",NA
"2383",574,"stamping",NA
"2384",575,"foot",NA
"2385",575,"gregor's",NA
"2386",575,"appeals",NA
"2387",575,"father","trust"
"2388",576,"appeals",NA
"2389",576,"simply",NA
"2390",576,"understood",NA
"2391",576,"humbly","positive"
"2392",577,"head",NA
"2393",577,"father","trust"
"2394",577,"stamped",NA
"2395",577,"foot",NA
"2396",577,"harder",NA
"2397",578,"chilly","negative"
"2398",578,"weather",NA
"2399",578,"gregor's",NA
"2400",578,"mother","anticipation"
"2401",578,"mother","joy"
"2402",578,"mother","negative"
"2403",578,"mother","positive"
"2404",578,"mother","sadness"
"2405",578,"mother","trust"
"2406",579,"pulled",NA
"2407",579,"window",NA
"2408",579,"leant",NA
"2409",579,"pressed",NA
"2410",579,"hands",NA
"2411",580,"strong",NA
"2412",580,"draught",NA
"2413",580,"air",NA
"2414",580,"flew",NA
"2415",580,"street",NA
"2416",581,"stairway",NA
"2417",581,"curtains",NA
"2418",581,"flew",NA
"2419",581,"newspapers",NA
"2420",581,"table",NA
"2421",582,"fluttered",NA
"2422",582,"blown",NA
"2423",582,"floor",NA
"2424",583,"stop",NA
"2425",583,"gregor's",NA
"2426",583,"father","trust"
"2427",583,"drove",NA
"2428",583,"hissing","negative"
"2429",583,"noises",NA
"2430",584,"wild","negative"
"2431",584,"wild","surprise"
"2432",584,"gregor",NA
"2433",584,"practice","positive"
"2434",584,"moving",NA
"2435",585,"backwards","disgust"
"2436",585,"backwards","negative"
"2437",585,"slowly",NA
"2438",585,"gregor",NA
"2439",586,"allowed",NA
"2440",586,"round",NA
"2441",587,"straight",NA
"2442",587,"afraid","fear"
"2443",587,"afraid","negative"
"2444",587,"time","anticipation"
"2445",588,"father","trust"
"2446",588,"impatient","anticipation"
"2447",588,"impatient","negative"
"2448",588,"threat","anger"
"2449",588,"threat","fear"
"2450",588,"threat","negative"
"2451",589,"lethal","disgust"
"2452",589,"lethal","fear"
"2453",589,"lethal","negative"
"2454",589,"lethal","sadness"
"2455",589,"blow",NA
"2456",589,"head",NA
"2457",589,"stick",NA
"2458",589,"father's",NA
"2459",589,"hand",NA
"2460",590,"moment",NA
"2461",590,"eventually",NA
"2462",590,"gregor",NA
"2463",590,"realised",NA
"2464",591,"choice","positive"
"2465",591,"disgust","anger"
"2466",591,"disgust","disgust"
"2467",591,"disgust","fear"
"2468",591,"disgust","negative"
"2469",591,"disgust","sadness"
"2470",591,"incapable",NA
"2471",592,"backwards","disgust"
"2472",592,"backwards","negative"
"2473",592,"straight",NA
"2474",592,"line",NA
"2475",592,"quickly",NA
"2476",593,"frequent",NA
"2477",593,"anxious","anticipation"
"2478",593,"anxious","fear"
"2479",593,"anxious","negative"
"2480",593,"glances",NA
"2481",593,"father","trust"
"2482",594,"round",NA
"2483",594,"slowly",NA
"2484",594,"father","trust"
"2485",595,"intentions",NA
"2486",595,"hinder",NA
"2487",596,"tip",NA
"2488",596,"stick",NA
"2489",596,"directions",NA
"2490",597,"distance",NA
"2491",597,"father","trust"
"2492",597,"stop",NA
"2493",598,"unbearable","disgust"
"2494",598,"unbearable","negative"
"2495",598,"unbearable","sadness"
"2496",598,"hissing","negative"
"2497",598,"gregor",NA
"2498",598,"confused",NA
"2499",599,"finished",NA
"2500",599,"round",NA
"2501",599,"listening",NA
"2502",600,"hissing","negative"
"2503",600,"mistake","negative"
"2504",600,"mistake","sadness"
"2505",601,"pleased","joy"
"2506",601,"pleased","positive"
"2507",601,"finally","anticipation"
"2508",601,"finally","disgust"
"2509",601,"finally","joy"
"2510",601,"finally","positive"
"2511",601,"finally","surprise"
"2512",601,"finally","trust"
"2513",601,"head",NA
"2514",602,"front",NA
"2515",602,"doorway",NA
"2516",602,"narrow",NA
"2517",603,"body",NA
"2518",603,"broad",NA
"2519",603,"difficulty","anger"
"2520",603,"difficulty","fear"
"2521",603,"difficulty","negative"
"2522",603,"difficulty","sadness"
"2523",604,"mood",NA
"2524",604,"occur",NA
"2525",604,"father","trust"
"2526",605,"double",NA
"2527",605,"doors",NA
"2528",605,"gregor",NA
"2529",605,"space",NA
"2530",606,"fixed","trust"
"2531",606,"idea",NA
"2532",606,"gregor",NA
"2533",607,"quickly",NA
"2534",608,"allowed",NA
"2535",608,"gregor",NA
"2536",608,"time","anticipation"
"2537",608,"upright","positive"
"2538",608,"upright","trust"
"2539",608,"preparation","anticipation"
"2540",609,"doorway",NA
"2541",609,"noise","negative"
"2542",610,"drive",NA
"2543",610,"gregor",NA
"2544",610,"forwards",NA
"2545",610,"harder",NA
"2546",611,"sounded",NA
"2547",611,"gregor",NA
"2548",612,"father","trust"
"2549",612,"pleasant","anticipation"
"2550",612,"pleasant","joy"
"2551",612,"pleasant","positive"
"2552",612,"pleasant","surprise"
"2553",612,"pleasant","trust"
"2554",613,"experience",NA
"2555",613,"gregor",NA
"2556",613,"pushed",NA
"2557",613,"doorway",NA
"2558",614,"regard",NA
"2559",614,"happen","anticipation"
"2560",614,"body",NA
"2561",614,"lifted",NA
"2562",615,"lay",NA
"2563",615,"angle",NA
"2564",615,"doorway",NA
"2565",615,"flank",NA
"2566",615,"scraped",NA
"2567",615,"white","anticipation"
"2568",615,"white","joy"
"2569",615,"white","positive"
"2570",615,"white","trust"
"2571",616,"door",NA
"2572",616,"painfully","negative"
"2573",616,"painfully","sadness"
"2574",616,"injured","fear"
"2575",616,"injured","negative"
"2576",616,"injured","sadness"
"2577",616,"leaving",NA
"2578",616,"vile",NA
"2579",616,"brown",NA
"2580",616,"flecks",NA
"2581",617,"stuck",NA
"2582",617,"fast",NA
"2583",617,"move",NA
"2584",618,"legs",NA
"2585",618,"hung",NA
"2586",618,"quivering","fear"
"2587",618,"quivering","negative"
"2588",618,"air",NA
"2589",619,"pressed",NA
"2590",619,"painfully","negative"
"2591",619,"painfully","sadness"
"2592",620,"ground","trust"
"2593",620,"father","trust"
"2594",620,"hefty",NA
"2595",620,"shove","anger"
"2596",620,"shove","negative"
"2597",621,"released",NA
"2598",621,"held",NA
"2599",621,"flying","fear"
"2600",621,"flying","positive"
"2601",621,"heavily","negative"
"2602",622,"bleeding","disgust"
"2603",622,"bleeding","fear"
"2604",622,"bleeding","negative"
"2605",622,"bleeding","sadness"
"2606",622,"deep",NA
"2607",622,"door",NA
"2608",622,"slammed",NA
"2609",622,"shut",NA
"2610",623,"stick",NA
"2611",623,"finally","anticipation"
"2612",623,"finally","disgust"
"2613",623,"finally","joy"
"2614",623,"finally","positive"
"2615",623,"finally","surprise"
"2616",623,"finally","trust"
"2617",623,"quiet","positive"
"2618",623,"quiet","sadness"
"2619",627,"ii",NA
"2620",630,"dark","sadness"
"2621",630,"evening",NA
"2622",630,"gregor",NA
"2623",630,"awoke",NA
"2624",631,"deep",NA
"2625",631,"coma","fear"
"2626",631,"coma","negative"
"2627",631,"coma","sadness"
"2628",631,"sleep",NA
"2629",631,"woken",NA
"2630",632,"disturbed","anger"
"2631",632,"disturbed","negative"
"2632",632,"disturbed","sadness"
"2633",633,"sleep",NA
"2634",633,"rested",NA
"2635",633,"impression","positive"
"2636",634,"hurried","anticipation"
"2637",634,"hurried","negative"
"2638",634,"steps",NA
"2639",634,"sound",NA
"2640",634,"door",NA
"2641",634,"leading","trust"
"2642",634,"front",NA
"2643",635,"carefully","positive"
"2644",635,"shut",NA
"2645",635,"woken",NA
"2646",635,"light",NA
"2647",636,"electric","joy"
"2648",636,"electric","positive"
"2649",636,"electric","surprise"
"2650",636,"street",NA
"2651",636,"lamps",NA
"2652",636,"shone",NA
"2653",636,"palely",NA
"2654",636,"ceiling",NA
"2655",637,"tops",NA
"2656",637,"furniture",NA
"2657",637,"gregor",NA
"2658",638,"dark","sadness"
"2659",638,"pushed",NA
"2660",638,"door",NA
"2661",638,"feeling","anger"
"2662",638,"feeling","anticipation"
"2663",638,"feeling","disgust"
"2664",638,"feeling","fear"
"2665",638,"feeling","joy"
"2666",638,"feeling","negative"
"2667",638,"feeling","positive"
"2668",638,"feeling","sadness"
"2669",638,"feeling","surprise"
"2670",638,"feeling","trust"
"2671",638,"clumsily",NA
"2672",639,"antennae",NA
"2673",639,"beginning",NA
"2674",639,"learn","positive"
"2675",640,"happening",NA
"2676",641,"left",NA
"2677",641,"painfully","negative"
"2678",641,"painfully","sadness"
"2679",641,"stretched",NA
"2680",641,"scar","anger"
"2681",641,"scar","disgust"
"2682",641,"scar","fear"
"2683",641,"scar","negative"
"2684",641,"scar","sadness"
"2685",641,"limped",NA
"2686",642,"badly","negative"
"2687",642,"badly","sadness"
"2688",642,"rows",NA
"2689",642,"legs",NA
"2690",642,"legs",NA
"2691",642,"badly","negative"
"2692",642,"badly","sadness"
"2693",643,"injured","fear"
"2694",643,"injured","negative"
"2695",643,"injured","sadness"
"2696",643,"events",NA
"2697",643,"morning",NA
"2698",643,"miracle","anticipation"
"2699",643,"miracle","joy"
"2700",643,"miracle","positive"
"2701",643,"miracle","surprise"
"2702",643,"miracle","trust"
"2703",644,"dragged",NA
"2704",644,"lifelessly",NA
"2705",646,"reached",NA
"2706",646,"door",NA
"2707",646,"realised",NA
"2708",647,"drawn",NA
"2709",647,"smell","anger"
"2710",647,"smell","disgust"
"2711",647,"smell","negative"
"2712",648,"eat","positive"
"2713",648,"door",NA
"2714",648,"dish",NA
"2715",648,"filled",NA
"2716",649,"sweetened",NA
"2717",649,"milk",NA
"2718",649,"pieces",NA
"2719",649,"white","anticipation"
"2720",649,"white","joy"
"2721",649,"white","positive"
"2722",649,"white","trust"
"2723",649,"bread",NA
"2724",649,"floating",NA
"2725",650,"pleased","joy"
"2726",650,"pleased","positive"
"2727",650,"laughed",NA
"2728",650,"hungrier",NA
"2729",651,"morning",NA
"2730",651,"immediately","anticipation"
"2731",651,"immediately","negative"
"2732",651,"immediately","positive"
"2733",651,"dipped",NA
"2734",651,"head",NA
"2735",652,"milk",NA
"2736",652,"covering",NA
"2737",652,"eyes",NA
"2738",652,"drew",NA
"2739",652,"head",NA
"2740",653,"disappointment","disgust"
"2741",653,"disappointment","negative"
"2742",653,"disappointment","sadness"
"2743",653,"pain","fear"
"2744",653,"pain","negative"
"2745",653,"pain","sadness"
"2746",653,"tender","joy"
"2747",653,"tender","positive"
"2748",653,"tender","trust"
"2749",654,"left",NA
"2750",654,"difficult","fear"
"2751",654,"eat","positive"
"2752",654,"food","joy"
"2753",654,"food","positive"
"2754",654,"food","trust"
"2755",655,"eat","positive"
"2756",655,"body",NA
"2757",655,"snuffling",NA
"2758",656,"milk",NA
"2759",656,"taste",NA
"2760",656,"nice",NA
"2761",656,"milk",NA
"2762",657,"favourite",NA
"2763",657,"drink",NA
"2764",657,"sister",NA
"2765",657,"left",NA
"2766",659,"dish",NA
"2767",659,"crawled",NA
"2768",659,"centre",NA
"2769",661,"crack","negative"
"2770",661,"door",NA
"2771",661,"gregor",NA
"2772",661,"gas",NA
"2773",662,"lit",NA
"2774",662,"living",NA
"2775",662,"father","trust"
"2776",662,"time","anticipation"
"2777",663,"sat",NA
"2778",663,"evening",NA
"2779",663,"paper",NA
"2780",663,"reading","positive"
"2781",663,"loud",NA
"2782",663,"voice",NA
"2783",664,"gregor's",NA
"2784",664,"mother","anticipation"
"2785",664,"mother","joy"
"2786",664,"mother","negative"
"2787",664,"mother","positive"
"2788",664,"mother","sadness"
"2789",664,"mother","trust"
"2790",664,"sister",NA
"2791",665,"sound",NA
"2792",665,"heard",NA
"2793",665,"gregor's",NA
"2794",665,"sister",NA
"2795",665,"write",NA
"2796",666,"reading","positive"
"2797",666,"father","trust"
"2798",666,"lost","negative"
"2799",666,"lost","sadness"
"2800",666,"habit",NA
"2801",667,"recent",NA
"2802",667,"times",NA
"2803",667,"quiet","positive"
"2804",667,"quiet","sadness"
"2805",668,"flat",NA
"2806",668,"quiet","positive"
"2807",668,"quiet","sadness"
"2808",668,"life",NA
"2809",669,"family",NA
"2810",669,"lead","positive"
"2811",669,"gregor",NA
"2812",669,"gazing",NA
"2813",669,"darkness","anger"
"2814",669,"darkness","fear"
"2815",669,"darkness","negative"
"2816",669,"darkness","sadness"
"2817",670,"pride","joy"
"2818",670,"pride","positive"
"2819",670,"provide","positive"
"2820",670,"provide","trust"
"2821",670,"life",NA
"2822",671,"nice",NA
"2823",671,"home",NA
"2824",671,"sister",NA
"2825",671,"parents",NA
"2826",672,"peace","anticipation"
"2827",672,"peace","joy"
"2828",672,"peace","positive"
"2829",672,"peace","trust"
"2830",672,"wealth","joy"
"2831",672,"wealth","positive"
"2832",672,"wealth","trust"
"2833",672,"comfort","anticipation"
"2834",672,"comfort","joy"
"2835",672,"comfort","positive"
"2836",672,"comfort","trust"
"2837",672,"horrible","anger"
"2838",672,"horrible","disgust"
"2839",672,"horrible","fear"
"2840",672,"horrible","negative"
"2841",673,"frightening",NA
"2842",673,"gregor",NA
"2843",674,"started",NA
"2844",674,"move",NA
"2845",674,"crawling",NA
"2846",677,"evening",NA
"2847",677,"door",NA
"2848",678,"slightly",NA
"2849",678,"hurriedly",NA
"2850",678,"closed",NA
"2851",678,"door",NA
"2852",680,"enter",NA
"2853",680,"gregor",NA
"2854",680,"waited",NA
"2855",681,"immediately","anticipation"
"2856",681,"immediately","negative"
"2857",681,"immediately","positive"
"2858",681,"door",NA
"2859",681,"resolved",NA
"2860",681,"bring",NA
"2861",681,"timorous",NA
"2862",682,"visitor","anticipation"
"2863",682,"visitor","joy"
"2864",682,"visitor","positive"
"2865",683,"door",NA
"2866",683,"night",NA
"2867",683,"gregor",NA
"2868",683,"waited",NA
"2869",684,"vain",NA
"2870",684,"previous",NA
"2871",684,"morning",NA
"2872",684,"doors",NA
"2873",684,"locked",NA
"2874",686,"doors",NA
"2875",686,"unlocked",NA
"2876",686,"time","anticipation"
"2877",687,"day",NA
"2878",687,"keys",NA
"2879",689,"late","negative"
"2880",689,"late","sadness"
"2881",689,"night",NA
"2882",689,"gaslight",NA
"2883",689,"living",NA
"2884",690,"easy",NA
"2885",690,"parents",NA
"2886",690,"sister",NA
"2887",691,"stayed",NA
"2888",691,"awake",NA
"2889",691,"time","anticipation"
"2890",691,"distinctly",NA
"2891",691,"heard",NA
"2892",692,"tip",NA
"2893",692,"toe",NA
"2894",693,"gregor's",NA
"2895",693,"morning",NA
"2896",693,"plenty",NA
"2897",694,"time","anticipation"
"2898",694,"undisturbed",NA
"2899",694,"arrange",NA
"2900",695,"life",NA
"2901",695,"reason","positive"
"2902",695,"tall",NA
"2903",695,"empty",NA
"2904",695,"forced","fear"
"2905",695,"forced","negative"
"2906",696,"remain",NA
"2907",696,"feel",NA
"2908",696,"uneasy","disgust"
"2909",696,"uneasy","fear"
"2910",696,"uneasy","negative"
"2911",696,"lay",NA
"2912",696,"flat",NA
"2913",696,"floor",NA
"2914",697,"living",NA
"2915",697,"aware",NA
"2916",698,"slight",NA
"2917",698,"feeling","anger"
"2918",698,"feeling","anticipation"
"2919",698,"feeling","disgust"
"2920",698,"feeling","fear"
"2921",698,"feeling","joy"
"2922",698,"feeling","negative"
"2923",698,"feeling","positive"
"2924",698,"feeling","sadness"
"2925",698,"feeling","surprise"
"2926",698,"feeling","trust"
"2927",698,"shame","disgust"
"2928",698,"shame","fear"
"2929",698,"shame","negative"
"2930",698,"shame","sadness"
"2931",699,"hurried","anticipation"
"2932",699,"hurried","negative"
"2933",699,"couch","sadness"
"2934",699,"pressed",NA
"2935",700,"lift",NA
"2936",700,"head",NA
"2937",700,"nonetheless",NA
"2938",701,"immediately","anticipation"
"2939",701,"immediately","negative"
"2940",701,"immediately","positive"
"2941",701,"ease","positive"
"2942",701,"regret","negative"
"2943",701,"regret","sadness"
"2944",701,"body",NA
"2945",702,"broad",NA
"2946",702,"underneath",NA
"2947",704,"spent","negative"
"2948",704,"night",NA
"2949",704,"time","anticipation"
"2950",704,"passed",NA
"2951",705,"light",NA
"2952",705,"sleep",NA
"2953",705,"frequently",NA
"2954",705,"woke",NA
"2955",705,"alarm","fear"
"2956",705,"alarm","negative"
"2957",705,"alarm","surprise"
"2958",706,"hunger",NA
"2959",706,"time","anticipation"
"2960",706,"spent","negative"
"2961",706,"worries",NA
"2962",706,"vague","negative"
"2963",707,"hopes",NA
"2964",707,"led",NA
"2965",707,"conclusion",NA
"2966",708,"time","anticipation"
"2967",708,"remain",NA
"2968",708,"calm","positive"
"2969",708,"patience","anticipation"
"2970",708,"patience","positive"
"2971",708,"patience","trust"
"2972",709,"consideration",NA
"2973",709,"family",NA
"2974",709,"bear","anger"
"2975",709,"bear","fear"
"2976",710,"unpleasantness",NA
"2977",710,"condition",NA
"2978",710,"forced","fear"
"2979",710,"forced","negative"
"2980",711,"impose",NA
"2981",713,"gregor",NA
"2982",713,"opportunity","anticipation"
"2983",713,"opportunity","positive"
"2984",713,"test",NA
"2985",713,"strength","positive"
"2986",713,"strength","trust"
"2987",714,"decisions",NA
"2988",714,"morning",NA
"2989",714,"night",NA
"2990",715,"sister",NA
"2991",715,"dressed",NA
"2992",715,"door",NA
"2993",716,"front",NA
"2994",716,"looked",NA
"2995",716,"anxiously",NA
"2996",716,"straight",NA
"2997",717,"notice",NA
"2998",717,"couch","sadness"
"2999",718,"god's",NA
"3000",718,"sake",NA
"3001",718,"flown",NA
"3002",719,"shocked",NA
"3003",719,"lost","negative"
"3004",719,"lost","sadness"
"3005",719,"control",NA
"3006",719,"slammed",NA
"3007",719,"door",NA
"3008",719,"shut",NA
"3009",720,"regret","negative"
"3010",720,"regret","sadness"
"3011",720,"behaviour",NA
"3012",721,"door",NA
"3013",721,"straight",NA
"3014",721,"tip",NA
"3015",721,"toe",NA
"3016",722,"entering",NA
"3017",722,"ill","anger"
"3018",722,"ill","disgust"
"3019",722,"ill","fear"
"3020",722,"ill","negative"
"3021",722,"ill","sadness"
"3022",722,"stranger","fear"
"3023",722,"stranger","negative"
"3024",723,"gregor",NA
"3025",723,"pushed",NA
"3026",723,"head",NA
"3027",723,"forward","positive"
"3028",723,"edge",NA
"3029",723,"couch","sadness"
"3030",724,"watched",NA
"3031",724,"notice",NA
"3032",724,"left",NA
"3033",724,"milk",NA
"3034",725,"realise",NA
"3035",725,"lack","negative"
"3036",725,"hunger",NA
"3037",725,"bring",NA
"3038",726,"food","joy"
"3039",726,"food","positive"
"3040",726,"food","trust"
"3041",726,"suitable","positive"
"3042",727,"hungry","anticipation"
"3043",727,"hungry","negative"
"3044",727,"draw",NA
"3045",727,"attention","positive"
"3046",728,"feel",NA
"3047",728,"terrible","anger"
"3048",728,"terrible","disgust"
"3049",728,"terrible","fear"
"3050",728,"terrible","negative"
"3051",728,"terrible","sadness"
"3052",728,"urge",NA
"3053",728,"rush",NA
"3054",728,"forward","positive"
"3055",729,"couch","sadness"
"3056",729,"throw",NA
"3057",729,"sister's",NA
"3058",729,"feet",NA
"3059",729,"beg","negative"
"3060",729,"beg","sadness"
"3061",730,"eat","positive"
"3062",730,"sister",NA
"3063",730,"noticed",NA
"3064",730,"dish",NA
"3065",730,"immediately","anticipation"
"3066",730,"immediately","negative"
"3067",730,"immediately","positive"
"3068",731,"looked",NA
"3069",731,"drops",NA
"3070",731,"milk",NA
"3071",731,"splashed",NA
"3072",732,"surprise","fear"
"3073",732,"surprise","joy"
"3074",732,"surprise","positive"
"3075",732,"surprise","surprise"
"3076",732,"immediately","anticipation"
"3077",732,"immediately","negative"
"3078",732,"immediately","positive"
"3079",732,"picked",NA
"3080",732,"rag",NA
"3081",733,"bare",NA
"3082",733,"hands",NA
"3083",733,"carried",NA
"3084",733,"gregor",NA
"3085",733,"extremely",NA
"3086",734,"curious",NA
"3087",734,"bring",NA
"3088",734,"imagining",NA
"3089",735,"wildest",NA
"3090",735,"possibilities",NA
"3091",735,"guessed",NA
"3092",736,"sister",NA
"3093",736,"goodness","anticipation"
"3094",736,"goodness","joy"
"3095",736,"goodness","positive"
"3096",736,"goodness","surprise"
"3097",736,"goodness","trust"
"3098",736,"bring",NA
"3099",736,"test",NA
"3100",737,"taste",NA
"3101",737,"brought",NA
"3102",737,"selection",NA
"3103",737,"spread",NA
